56,270,Colyo Pure,69,Caltrops (20),Gear,Gift card,9,10,2022-03-05 00:19:34,Thailand,Bangkok,Hardhat.com ,8,N,Insuffecient Funds
57,670,Dorrae Geduth,103,Rations (1 day),Gear,Google pay,7,5,2022-06-26 08:54:56,Japan,Tokyo,LarpersTrove.com,10,Y,
58,69,Sen Ppprcr,42,Trident,Weapons,Apple pay,10,5,2022-04-10 05:15:05,United States,Los Angeles,LarpersTrove.com,8,N,Payment site timed out
59,378,Ianc Silurv,14,Club,Weapons,Venmo,7,1,2022-07-01 03:19:12,United States,Jacksonville,Hardhat.com ,6,N,Failed to Authenticate buyer
60,609,Pterupi Ehengho,9,Ring Mail,Armor,Credit Card,4,null,2022-07-29 06:30:07,Indonesia,Jakarta,yeoldestore.com,2,N,Incorrect CCV
61,130,Ayent Wandog,6,Scale Mail,Armor,Credit Card,3,50,2022-04-11 02:46:33,Indonesia,Jakarta,yeoldestore.com,3,N,Incorrect CCV
62,85,Jed Spellld,34,Lance,Weapons,Apple pay,7,10,2022-03-23 22:27:26,United States,New York,Amazon.com,9,Y,
63,937,Sangi Ghestst,null,Studded Leather,Armor,Cash app,1,45,2022-03-31 12:23:49,United States,San Francisco,Blacksmithery.com,6,N,Failed to Authenticate buyer
64,458,Frali Dinu,50,Net,Weapons,Gift card,7,1,2022-07-17 05:29:50,United States,New York,Walmart.com,9,N,Payment site timed out
65,782,Rstanerma Iora,75,Common Clothes,Gear,Venmo,4,5,2022-06-25 04:52:37,United States,Chicago,Walmart.com,7,Y,
66,25,Nicond Iond,39,Rapier,Weapons,Cash app,2,25,2022-01-08 12:50:35,China,Renqiu,Walmart.com,7,Y,
67,328,Ston Grastitul,96,Ink Pen,Gear,Apple pay,6,0.2,2022-02-15 15:41:53,China,Suzhou,yeoldestore.com,10,N,Failed to Authenticate buyer
68,847,Acan Bucayon,106,Spellbook,Gear,Gift card,1,50,2022-04-11 13:59:13,China,Foshan,LarpersTrove.com,10,N,Payment site timed out
69,545,Poc Batlyou,94,Hunting Trap,Gear,Venmo,1,5,2022-07-01 17:44:48,United States,Philadelphia,LarpersTrove.com,8,Y,
70,123,Torerelaig Tumull,93,Hourglass,Gear,Venmo,10,25,2022-05-18 10:31:56,India,Mumbai,Amazon.com,9,Y,
71,711,Atugint Thitai,41,Shortsword,Weapons,Cash app,7,10,2022-08-16 04:21:12,Egypt,Cairo,LarpersTrove.com,8,N,Payment site timed out
72,461,Asmedorm Avi,90,Emblem (Holy Symbol),Gear,Souls of my Enemys,2,5,2022-05-23 10:28:25,United States,Los Angeles,LarpersTrove.com,8,N,What is this; Why is it screaming
73,101,Didr Tasorhans,12,Plate,Armor,Souls of my Enemys,6,1500,2022-02-15 14:21:38,India,Delhi,LarpersTrove.com,9,N,Soul type not excepted
74,982,Siovickne Ifontintot,64,Ball Bearings (100),Gear,Venmo,7,20,2022-07-02 12:26:14,United States,Salt Lake City,Etsy.com,10,Y,
75,212,Fongns Want,34,Lance,Weapons,Gift card,10,10,2022-08-05 22:43:15,Japan,Ōsaka,Walmart.com,11,N,Failed to Authenticate buyer
76,217,Issoon Tichati,76,Costume Clothes,Gear,Credit Card,4,15,2022-05-16 16:05:46,India,Mumbai,Blacksmithery.com,4,N,Card reported stolen
77,611,Mowal Tarmbsl,50,Net,Weapons,Souls of my Enemys,9,1,2022-06-20 01:45:03,United States,New York,Hardhat.com ,10,Y,
78,869,Atitartais Gamesor,106,null,Gear,Gift card,3,50,2022-03-26 07:00:54,China,Changzhou,Blacksmithery.com,12,Y,
79,714,Atre Thage,45,Whip,Weapons,Paypal,8,2,2022-01-31 02:56:11,United States,Chicago,Hardhat.com ,8,N,Failed to Authenticate buyer
80,600,Sthec>cl Fiv,63,Backpack,Gear,Cash app,5,20,2022-07-21 11:26:07,China,Suzhou,Etsy.com,9,N,Insuffecient Funds
81,366,Tengus Thongencla,92,Holy Water (Flask),Gear,Paypal,3,25,2022-02-06 18:30:09,South Korea,Seoul,Hardhat.com ,9,N,Payment site timed out
82,147,Toubl Gura,95,Ink (1 ounce bottle),Gear,Apple pay,4,1,2022-07-10 14:59:18,Japan,Tokyo,Amazon.com,11,Y,
83,914,Owa Ianaro,33,Halberd,Weapons,Paypal,4,20,2022-04-17 12:49:50,United States,Houston,Walmart.com,10,Y,
84,592,Thendsedim Theroton,74,Climber's Kit,Gear,Paypal,4,25,2022-06-29 06:20:37,India,Delhi,Walmart.com,11,Y,
85,880,Nereutusi Thedu,19,Light Hammer,Weapons,Souls of my Enemys,7,2,2022-06-06 12:33:38,United States,Sacramento,LarpersTrove.com,11,N,Insuffecient Souls
86,647,Bint Adebyopas,82,Totem (Druidic Focus),Gear,Gift card,1,1,2022-05-05 00:54:45,China,Linyi,LarpersTrove.com,13,Y,
87,709,Apr Wora,1,Padded,Armor,Souls of my Enemys,10,5,2022-03-30 15:41:34,Congo (Kinshasa),Kinshasa,Etsy.com,12,Y,
88,593,Dippdos Thisab,103,Rations (1 day),Gear,Paypal,8,5,2022-03-12 04:07:33,United States,New York,Walmart.com,12,N,Payment site timed out
89,300,Fecket Bers,null,Fine Clothes,Gear,Venmo,2,150,2022-02-01 15:11:30,China,Shuyangzha,Blacksmithery.com,11,Y,
90,648,Deyo Hall,1,null,Armor,Paypal,7,5,2022-01-15 03:54:03,China,Chenzhou,Etsy.com,13,N,Payment site timed out
91,154,Itedouni Tindiorsa,25,Dart,Weapons,Gift card,6,0.5,2022-05-22 05:47:38,China,Beijing,yeoldestore.com,14,N,Failed to Authenticate buyer
92,912,Duemes Cefon,13,Shield,Armor,Souls of my Enemys,2,10,2022-05-26 05:36:43,Philippines,Manila,LarpersTrove.com,13,N,Insuffecient Souls
93,372,Wimbes Tomauxtu,71,Chain (10 ft),Gear,Souls of my Enemys,2,5,2022-07-13 05:09:00,India,Mumbai,Walmart.com,14,N,What is this; Why is it screaming
94,682,Are Touldler,99,Hooded Lantern,Gear,Gift card,3,5,2022-01-02 12:43:50,China,Pingdu,Hardhat.com ,15,N,Insuffecient Funds
95,814,Wir Nddcra,72,Chalk (10 piece),Gear,Souls of my Enemys,7,1,2022-02-10 20:37:23,Japan,Tokyo,yeoldestore.com,15,Y,
96,666,Thecthisti Heneref,3,Studded Leather,Armor,Gift card,5,45,2022-07-09 07:39:26,United States,Charlotte,Hardhat.com ,16,N,Payment site timed out
97,214,Satel Ryoffrayn,null,Longsword,Weapons,Paypal,8,15,2022-02-15 03:30:36,United States,New York,Hardhat.com ,14,Y,
98,740,Min Wan,12,Plate,Armor,Venmo,10,1500,2022-06-11 05:21:02,United States,New York,Amazon.com,12,Y,
99,517,Thisurse Ofi,47,Hand Crossbow,Weapons,Gift card,6,75,2022-04-01 13:50:18,China,Zhengzhou,yeoldestore.com,17,N,Payment site timed out
100,941,Sched Onepevion,68,Bucket,Gear,Google pay,10,1.5,2022-02-28 14:23:46,India,Delhi,Walmart.com,11,Y,
101,606,Fonte Sthor,54,Blowgun Needles (50),Gear,Google pay,9,10,2022-05-12 21:06:59,Indonesia,Jakarta,Amazon.com,12,Y,
102,378,Ianc Silurv,9,Ring Mail,Armor,Credit Card,7,30,2022-03-13 20:30:26,United States,Jacksonville,Blacksmithery.com,5,N,Card reported stolen
103,208,Aureamp Fenduthe,49,Longbow,Weapons,Venmo,2,50,2022-08-04 13:15:05,Mexico,Mexico City,yeoldestore.com,13,Y,
104,747,Thisu Comballyos,null,Crystal (Arcane Focus),Gear,Cash app,10,10,2022-07-26 01:43:52,India,Mandya,Amazon.com,10,Y,
105,155,Plinong Ano,9,Ring Mail,Armor,Credit Card,10,30,2022-05-17 03:29:10,India,Delhi,Amazon.com,6,N,Card reported stolen
106,773,Fesere Hion,null,Mace,Weapons,Souls of my Enemys,2,5,2022-01-31 07:27:52,Bangladesh,Dhaka,Amazon.com,16,Y,
107,445,Desiend Comedis,31,Greataxe,Weapons,Venmo,1,50,2022-01-08 05:56:25,Japan,Tokyo,Etsy.com,14,Y,
108,654,Atofe Gegetat,13,Shield,Armor,Venmo,10,10,2022-01-0710:18:54,United States,Los Angeles,LarpersTrove.com,15,N,Payment site timed out
109,945,Sancatherd Titmepsh,8,Half Plate,Armor,Google pay,7,750,2022-03-23 04:06:05,India,Bangalore,Walmart.com,13,N,Failed to Authenticate buyer
110,938,Crounot Ercthaw,102,Potion of Healing,Gear,Cash app,4,50,2022-02-02 03:54:47,China,Chengdu,Amazon.com,11,N,Failed to Authenticate buyer
111,670,Dorrae Geduth,null,Crystal (Arcane Focus),Gear,Apple pay,1,10,2022-06-08 02:44:39,Japan,Tokyo,LarpersTrove.com,12,Y,
112,513,Bioofitef Nsthe,67,Glass Bottle,Gear,Credit Card,4,2,2022-01-06 20:31:55,United States,Chicago,Amazon.com,7,Y,
113,35,Ilurdow Aredede,89,null,Gear,Paypal,6,5,2022-04-30 19:26:43,United States,Seattle,Amazon.com,15,Y,
114,316,Wingr Idilantrty,5,Chain Shirt,Armor,Paypal,7,50,2022-08-06 09:53:39,China,Xinyang,Blacksmithery.com,16,N,Insuffecient Funds
115,153,Telinsc Ter,106,Spellbook,Gear,Cash app,5,50,2022-06-07 11:03:24,India,Delhi,Walmart.com,12,Y,
116,505,Ichass Omastor,7,Breastplate,Armor,Venmo,10,400,2022-01-06 10:34:56,Mexico,Hermosillo,LarpersTrove.com,16,Y,
117,119,Bldedo Faldeq,17,Handaxe,Weapons,Apple pay,2,5,2022-02-25 20:32:49,United States,Dallas,yeoldestore.com,13,Y,
118,273,Buct Pule,71,Chain (10 ft),Gear,Google pay,4,5,2022-07-16 05:40:49,United States,Dallas,Blacksmithery.com,14,N,Failed to Authenticate buyer
119,952,Aneane Tilyir,21,Quarterstaff,Weapons,Gift card,5,2,2022-03-19 04:31:00,United States,New York,Amazon.com,18,Y,
120,54,Iofic Inn,52,Alchemist's Fire (flask),Gear,Gift card,7,50,2022-06-06 11:22:31,United States,Houston,Etsy.com,19,Y,
121,139,Avis Ongep,108,Vial,Gear,Paypal,9,1,2022-06-04 15:20:48,India,Mumbai,yeoldestore.com,17,N,Payment site timed out
122,785,Ronss Reyipha,88,Healer's Kit,Gear,Apple pay,4,5,2022-04-08 06:01:37,United States,Portland,Amazon.com,14,Y,
123,385,Hedenel Coostowi,88,Healer's Kit,Gear,Venmo,9,5,2022-05-13 12:04:24,United States,Los Angeles,Blacksmithery.com,17,N,Insuffecient Funds
124,554,Wonie Woretesul,74,Climber's Kit,Gear,Souls of my Enemys,5,25,2022-05-06 05:35:07,Philippines,Manila,Hardhat.com ,17,Y,
125,324,Coman Bilealard,2,Leather,Armor,Venmo,1,10,2022-06-01 22:09:24,United States,Manhattan,yeoldestore.com,18,N,Failed to Authenticate buyer
126,680,Bonlt Thasa,84,Yew Wand (Druidic Focus),Gear,Gift card,2,10,2022-06-08 16:58:31,Pakistan,Karachi,Amazon.com,20,Y,
127,694,Rdele Tygor,76,Costume Clothes,Gear,Credit Card,8,15,2022-08-06 12:52:08,United States,New York,Blacksmithery.com,8,Y,
128,872,Mesth Iarkorenan,68,Bucket,Gear,Apple pay,5,1.5,2022-01-21 09:18:21,United States,Boston,Walmart.com,15,N,Insuffecient Funds
129,610,Ilemev Verkiofin,50,Net,Weapons,Paypal,7,1,2022-05-25 10:32:45,United States,New York,Walmart.com,18,Y,
130,618,Stressesti Ifro,33,Halberd,Weapons,Souls of my Enemys,3,20,2022-03-07 00:47:12,Thailand,Bangkok,Amazon.com,18,Y,
131,954,Onccolacr Msozenc,1,Padded,Armor,Venmo,8,5,2022-06-23 07:11:17,China,Baoding,Blacksmithery.com,19,N,Insuffecient Funds
132,876,Titere Foulict,42,null,Weapons,Apple pay,10,5,2022-08-16 16:38:26,United States,Chicago,yeoldestore.com,16,N,Insuffecient Funds
133,611,Mowal Tarmbsl,32,Greatsword,Weapons,Gift card,7,50,17:52:03 2022-01-11,United States,New York,Walmart.com,21,N,Insuffecient Funds
134,466,Ystunth Orenouico,34,Lance,Weapons,Gift card,2,10,2022-08-15 18:59:59,China,Beijing,Walmart.com,22,Y,
135,115,Braspofon Tymp,103,Rations (1 day),Gear,Gift card,2,5,2022-02-25 12:36:18,India,Kolkāta,LarpersTrove.com,23,N,Insuffecient Funds
136,172,Sendeediol Othth,37,null,Weapons,Apple pay,9,15,2022-03-16 07:22:33,India,Delhi,yeoldestore.com,17,Y,
137,942,Athante Mbllme,57,Antitoxin (vial),Gear,Apple pay,6,50,2022-01-11 19:02:16,Argentina,Buenos Aires,yeoldestore.com,18,N,Failed to Authenticate buyer
138,349,Iocor Emeroti,null,Chalk (10 piece),Gear,Credit Card,8,1,2022-04-03 14:50:57,India,Delhi,Walmart.com,9,N,Card reported stolen
139,558,Ress Ata,39,Rapier,Weapons,Souls of my Enemys,3,25,2022-04-04 10:26:37,China,Guangzhou,Etsy.com,19,N,Soul type not excepted
140,459,Eeve Mur,11,Splint,Armor,Gift card,10,200,2022-07-12 00:21:29,India,Mumbai,LarpersTrove.com,24,N,Insuffecient Funds
141,53,Tuth Alsyar,29,Flail,Weapons,Venmo,10,10,2022-06-20 01:32:31,Egypt,Cairo,Amazon.com,20,Y,
142,61,Wnenecreab Ndresu,5,Chain Shirt,Armor,Cash app,3,50,2022-07-12 09:10:56,United States,New York,Amazon.com,13,N,Payment site timed out
143,919,Sime Engat,18,Javelin,Weapons,Apple pay,8,5,2022-05-23 09:18:39,United States,Rock Hill,Amazon.com,19,Y,
144,428,Walve Owan,93,Hourglass,Gear,Gift card,7,null,2022-07-29 01:36:26,China,Yulin,Etsy.com,25,N,Insuffecient Funds
145,534,Rsime Iofindsthe,11,Splint,Armor,Venmo,1,200,2022-03-30 17:25:04,India,Mumbai,Amazon.com,21,Y,
146,814,Wir Nddcra,90,Emblem (Holy Symbol),Gear,Venmo,6,5,2022-06-04 04:14:56,Japan,Tokyo,yeoldestore.com,22,Y,
147,477,Orizedilan Ofiex,13,Shield,Armor,Paypal,2,10,2022-01-12 18:38:13,China,Zhengzhou,yeoldestore.com,19,Y,
148,162,Amydesc Sow,72,Chalk (10 piece),Gear,Gift card,10,1,2022-03-06 22:46:50,Mexico,Mexico City,Hardhat.com ,26,Y,
149,142,Dsem Reprathd,91,Reliquary (Holy Symbol),Gear,Cash app,6,5,2022-06-27 03:25:00,South Korea,Seoul,Hardhat.com ,14,Y,
150,83,Apserco Cab,56,Sling Bullets (20),Gear,Gift card,1,0.5,2022-04-18 16:10:34,United States,Philadelphia,LarpersTrove.com,27,N,Payment site timed out
151,194,Ours Thatif,106,Spellbook,Gear,Credit Card,2,50,2022-07-04 10:58:54,China,Guangyuan,LarpersTrove.com,10,Y,
152,946,Pinduate Sangi,null,Hide,Armor,Souls of my Enemys,7,10,2022-06-09 02:06:39,China,Tongshan,Blacksmithery.com,20,Y,
153,211,Tau Twisemeng,17,Handaxe,Weapons,Credit Card,9,5,2022-06-12 22:05:34,Indonesia,Jakarta,Etsy.com,11,N,Card reported stolen
154,227,Hencirme Asthe,35,Longsword,Weapons,Gift card,10,15,2022-01-16 04:08:16,Kazakhstan,Almaty,Hardhat.com ,28,Y,
155,223,Heerext Men,37,Morningstar,Weapons,Apple pay,3,15,2022-04-21 01:25:42,China,Beijing,Walmart.com,20,Y,
156,329,Idichel Thbeadut,95,Ink (1 ounce bottle),Gear,Google pay,9,1,2022-07-29 09:30:30,Indonesia,Jakarta,Hardhat.com ,15,N,Insuffecient Funds
157,118,Ikigave Sthatrthen,80,Crowbar,Gear,Google pay,9,2,2022-04-17 05:34:02,United States,New York,Blacksmithery.com,16,N,Insuffecient Funds
158,381,Foft Cea,10,Chain Mail,Armor,Souls of my Enemys,8,null,2022-06-06 03:17:14,United States,Philadelphia,Walmart.com,21,Y,
159,284,Chem Areane,4,Hide,Armor,Paypal,1,10,2022-07-01 16:39:37,China,Shenzhen,LarpersTrove.com,20,N,Insuffecient Funds
160,48,Froj Wese,93,Hourglass,Gear,Apple pay,10,25,2022-04-05 07:53:48,China,Zhumadian,Amazon.com,21,N,Payment site timed out
161,714,Atre Thage,95,Ink (1 ounce bottle),Gear,Credit Card,3,1,2022-07-04 01:05:34,United States,Chicago,Amazon.com,12,N,Card reported stolen
162,679,Fia Athen,1,Padded,Armor,Venmo,5,5,2022-06-24 11:46:15,Brazil,São Paulo,Walmart.com,23,N,Failed to Authenticate buyer
163,30,Ceyintost Alefoouth,20,Mace,Weapons,Venmo,1,5,2022-03-27 17:16:56,India,Delhi,Hardhat.com ,24,N,Insuffecient Funds
164,41,Hepee Rrbepoe,32,Greatsword,Weapons,Souls of my Enemys,10,50,2022-03-09 20:43:31,China,Baoding,Etsy.com,22,N,What is this; Why is it screaming
165,371,Ate Sorit,null,Wand (Arcane Focus),Gear,Paypal,10,10,2022-08-06 09:30:23,China,Cangzhou,Walmart.com,21,N,Failed to Authenticate buyer
166,782,Rstanerma Iora,27,Sling,Weapons,Venmo,1,1,2022-02-13 19:07:09,United States,Chicago,yeoldestore.com,25,Y,
167,795,Wseti Olors,70,Candle,Gear,Souls of my Enemys,4,1,2022-01-10 12:44:16,Japan,Tokyo,yeoldestore.com,23,Y,
168,45,Wegesctofo Thead,92,Holy Water (Flask),Gear,Souls of my Enemys,3,25,2022-07-29 05:42:13,Mexico,Mexico City,Blacksmithery.com,24,Y,
169,741,Theectot Dits,38,Pike,Weapons,Cash app,6,5,2022-06-01 15:51:03,United States,New York,Blacksmithery.com,15,N,None
170,191,Faprirese Ptot,55,Crossbow Bolts (20),Gear,Credit Card,7,null,2022-05-30 00:42:09,Iran,Tehran,LarpersTrove.com,13,N,Incorrect CCV
171,237,Thewhinsar Bofer,9,Ring Mail,Armor,Credit Card,10,30,2022-01-13 22:02:06,United States,Los Angeles,Walmart.com,14,Y,
172,915,Uredrt Alysthiss,8,Half Plate,Armor,Cash app,7,750,2022-07-22 00:03:04,United States,New York,Blacksmithery.com,16,N,Failed to Authenticate buyer
173,21,Seier Tsadinesha,81,Sprig of Mistletoe (Druidic Focus),Gear,Apple pay,4,null,2022-02-25 18:51:36,India,Raipur,yeoldestore.com,22,N,Failed to Authenticate buyer
174,153,Telinsc Ter,56,Sling Bullets (20),Gear,Souls of my Enemys,5,0.5,2022-02-03 06:47:20,India,Delhi,Amazon.com,25,N,Insuffecient Souls
175,709,Apr Wora,7,Breastplate,Armor,Cash app,7,400,2022-04-16 13:38:22,Congo (Kinshasa),Kinshasa,Blacksmithery.com,17,Y,
176,376,Padirend Okelan,2,Leather,Armor,Google pay,6,10,2022-06-25 13:34:42,China,Handan,yeoldestore.com,17,Y,
177,162,Amydesc Sow,7,Breastplate,Armor,Cash app,7,400,2022-02-09 09:51:56,Mexico,Mexico City,Blacksmithery.com,18,N,Failed to Authenticate buyer
178,307,Bogisi Vesil,57,Antitoxin (vial),Gear,Apple pay,7,50,2022-01-15 01:55:12,China,Jiangguanchi,yeoldestore.com,23,N,Insuffecient Funds
179,472,De8ethie Wlya,2,Leather,Armor,Paypal,6,10,2022-01-10 11:05:43,India,Kolkāta,Walmart.com,22,Y,
180,689,Rurastala Ith,35,Longsword,Weapons,Gift card,3,null,2022-03-09 20:51:48,Sudan,Khartoum,Walmart.com,29,N,Failed to Authenticate buyer
