order_id,customer_id,customer_name,product_id,product_name,product_category_main,product_category_sub,         product_category_sub_sub,payment_type,qty,price,datetime,country,city,e-commerce_website_name,payment_tnx_success,failure_reason
5948344,429726,  Meggan Abernathy,293097760,Carded Ocean Air Freshener,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,8,1, 2021-12-08 11:07:31,  UK,  London, Tesco, Y, 
5948345,993786,  Willa DuBuque,290802472,4 Inch Roller,  Home & Ents ,  DIY & Car Care ,  DIY, Card,1,2.2, 2021-12-25 12:29:10,  UK,  Chathom, Tesco, Y, 
5948346,587817,  Davie Hahn,308931158, Fox & Ivy Chantilly Dipping Bowl,  Home & Ents ,  Cooking & Dining ,  Tableware, Card,5,2.5, 2021-06-27 08:35:23,  Hungary,  Budapest, Amazon, Y, 
5948347,157241,  Rylee Altenwerth,261841152,Loss Free Brush 2,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2, 2021-06-19 16:09:53,  UK,  Battle Hill, Tesco, Y, 
5948348,947077,  Bynum Rutherford,303901945, Scentos Scented Markers,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,8,1.5, 2021-12-11 19:01:32,  UK,  Chathom, Amazon, Y, 
5948349,580884,  Vito Koss,293146356,3Pc Microfibre Cloths 3 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,2, 2021-08-28 19:13:04,  Hungary,  Gyor, Amazon, Y, 
5948350,580884,  Vito Koss,293146356,3Pc Microfibre Cloths 3 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,2, 2021-08-28 19:13:04,  Hungary,  Gyor, Amazon, Y, 
5948351,15936,  Madelene Watsica,261841117,Loss Free Brush 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,1.5, 2021-12-27 19:40:17,  UK,  London, Amazon, Y, 
5948352,15936,  Madelene Watsica,261841117,Loss Free Brush 1,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,1.5, 2021-12-27 19:40:17,  UK,  London, Amazon, Y, 
5948353,165011,  Marquis Fritsch,295335705,Purpose Filler 330G Tube,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,7,2, 2021-11-07 11:43:12,  Ireland,  Dublin, Tesco, N, Gateway error
5948354,255054,  Delbert Towne,291585461, Unibond Sealant Re-New,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,8, 2021-06-04 20:13:38,  UK,  Aberystwyth, Tesco, Y, 
5948355,788650,  Lona Sipes,301182473, Master Lock Weatherproof Padlock,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,7, 2021-07-20 08:40:56,  Hungary,  Budapest, Amazon, Y, 
5948356,925079,  Zelia Medhurst,288615114,Purple Balloons 15Pk,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,3,1, 2021-10-07 12:34:36,  UK,  London, Tesco, Y, 
5948357,925079,  Zelia Medhurst,288615114,Purple Balloons 15Pk,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,3,1, 2021-10-07 12:34:36,  UK,  London, Tesco, Y, 
5948358,727666,  Latricia Williamson,305488042,Wheel Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,7,2, 2021-12-02 15:07:08,  UK,  London, Amazon, Y, 
5948359,727666,  Latricia Williamson,305488042,Wheel Cleaner 500Ml,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,7,2, 2021-12-02 15:07:08,  UK,  London, Amazon, Y, 
5948360,593116,  Davion Stamm,278911124, Castrol Mag 10W/40 1L,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,4,10, 2021-03-06 17:49:03,  Ireland,  Galway, Tesco, Y, 
5948361,566049,  Hildegarde VonRueden,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,8.5, 2021-10-16 17:59:23,  UK,  London, Tesco, Y, 
5948362,566049,  Hildegarde VonRueden,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,6,8.5, 2021-10-16 17:59:23,  UK,  London, Tesco, Y, 
5948363,462216,  Casie Fay,276554941, Master Lock Excel 45Mm Padlock,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,10, 2021-10-28 12:55:05,  UK,  Chathom, Tesco, Y, 
5948364,348910,  Lanita Hegmann,306963964, Go Flo Snow,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,7,2, 2021-12-23 12:40:53,  Czech Republic,  Brno, bazos, Y, 
5948365,209780,  Bertie Braun,303099678, Dragon Universal All Purpose Filler 1.5 Kilograms,  Home & Ents ,  DIY & Car Care ,  DIY, Card,1,4, 2021-08-17 09:14:01,  UK,  Chathom, Tesco, Y, 
5948366,393674,  Evangeline Dickens,281384604,Age 21 Balloons 6 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,3,1.5, 2021-12-07 12:16:21,  Hungary,  Gyor, Mediamarkt, Y, 
5948367,393674,  Evangeline Dickens,281384604,Age 21 Balloons 6 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,3,1.5, 2021-12-07 12:16:21,  Hungary,  Gyor, Mediamarkt, Y, 
5948368,645347,  Waylon Windler,305232783,Microfibre Towel 220Gsm 70X70,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,9,2, 2021-01-16 19:26:59,  UK,  London, Tesco, Y, 
5948369,645347,  Waylon Windler,305232783,Microfibre Towel 220Gsm 70X70,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,9,2, 2021-01-16 19:26:59,  UK,  London, Tesco, Y, 
5948370,539038,  Dereck Welch,299153453, Wagtastic Treat Chicken Fillets 320G,  Pets ,  Dog Food & Accessories ,  Bulk Dog Food, Card,10,7.5, 2021-06-11 18:44:24,  Hungary,  Budapest, Tesco, Y, 
5948371,528060,  Brice Bernhard,281384604,Age 21 Balloons 6 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,10,1.5, 2021-12-27 08:48:33,  UK,  Chathom, Tesco, Y, 
5948372,542278,  Paul Schroeder,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,6,3, 2021-12-02 08:05:55,  UK,  London, Amazon, Y, 
5948373,542278,  Paul Schroeder,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Wallet,6,3, 2021-12-02 08:05:55,  UK,  London, Amazon, Y, 
5948374,381953,  Kiara Graham,261840936,Loss Free 5 Pack Brush Set,  Home & Ents ,  DIY & Car Care ,  DIY, Electronic,6,6, 2021-12-28 14:01:47,  UK,  Chelmsford, Aldi, Y, 
5948375,735106,  Bascom Gutkowski,295335642,All Purpose Ready Mixed Filler 750G Tub,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,9,2, 2021-12-08 12:25:46,  Ireland,  Galway, Amazon, Y, 
5948376,957543,  Zane Wiza,297347400, Unibond Whiteteq Expanding Foam,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,8, 2021-06-23 08:23:51,  UK,  Chathom, Tesco, Y, 
5948377,994388,  Urban Hammes,301530315, Gorilla Heavy Duty Mounting Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,5, 2021-11-14 14:30:41,  Hungary,  Budapest, Mediamarkt, Y, 
5948378,546376,  Kole Quigley,308289624, Bee Pom Pom Pens,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,10,1.5, 2021-11-13 14:11:30,  Ireland,  Galway, Amazon, Y, 
5948379,556653,  Lia Purdy,306499880, Sterling New Superkings Green 20 Cigarettes,  Home & Ents ,  Newsagent & Tobacconist ,  Tobacconist, Card,9,10.25, 2021-12-02 16:15:31,  UK,  Chelmsford, Amazon, Y, 
5948380,495844,  Marty Purdy,291585461, Unibond Sealant Re-New,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,8, 2021-07-26 13:16:29,  UK,  London, Tesco, N, Insufficient credit
5948381,495844,  Marty Purdy,291585461, Unibond Sealant Re-New,  Home & Ents ,  DIY & Car Care ,  DIY, Card,10,8, 2021-07-26 13:16:29,  UK,  London, Tesco, N, Insufficient credit
5948382,756766,  Orlo Pacocha,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,8.5, 2021-03-03 14:52:45,  Ireland,  Galway, Tesco, Y, 
5948383,544519,  Denise Huel,303099684, Dragon Universal All Purpose Filler 330G,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,3, 2021-12-28 20:33:30,  UK,  Chathom, Tesco, Y, 
5948384,837850,  Macey Purdy,308289618, Rainbow Chunky Ring 4 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,2,3, 2021-07-21 11:57:22,  Ireland,  Dublin, Tesco, N, Gateway error
5948385,714948,  Brittanie Terry,297347331, Gorilla Clear Repair Tape,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,8.5, 2021-07-26 18:07:34,  UK,  Chathom, Tesco, Y, 
5948386,537396,  Chrystal Rath,288952100,Heart Balloons 10 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,5,1.25, 2021-02-24 18:43:47,  Ireland,  Dublin, Tesco, Y, 
5948387,37658,  Stephaine Murazik,288952175,Pink Balloons 15Pk,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,3,1, 2021-09-07 14:23:08,  Ireland,  Cork, Tesco, Y, 
5948388,936640,  Estela Green,308307103, Womans Own,  Home & Ents ,  Newsagent & Tobacconist ,  Magazines, Card,6,1.4, 2021-11-17 18:45:11,  UK,  Chathom, Tesco, Y, 
5948389,797518,  Docia Bechtelar,306056022, Command Coat Hanger Assorted,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,8.5, 2021-12-11 18:10:30,  UK,  London, Tesco, Y, 
5948390,797518,  Docia Bechtelar,306056022, Command Coat Hanger Assorted,  Home & Ents ,  DIY & Car Care ,  DIY, Card,2,8.5, 2021-12-11 18:10:30,  UK,  London, Tesco, Y, 
5948391,757407,  Hilliard Lockman,303099678, Dragon Universal All Purpose Filler 1.5 Kilograms,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,4, 2021-11-23 13:07:45,  UK,  London, Tesco, Y, 
5948392,757407,  Hilliard Lockman,303099678, Dragon Universal All Purpose Filler 1.5 Kilograms,  Home & Ents ,  DIY & Car Care ,  DIY, Card,4,4, 2021-11-23 13:07:45,  UK,  London, Tesco, Y, 
5948393,881286,  Leontine Powlowski,304727171, Unicorn Figure Balloon,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,10,4, 2021-12-23 15:09:00,  UK,  Chathom, Amazon, Y, 
5948394,865459,  Suzy Hettinger,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,8,3, 2021-06-27 08:25:12,  UK,  London, Tesco, Y, 
5948395,865459,  Suzy Hettinger,287525815, Simoniz Glass Wipes 20 Pack,  Home & Ents ,  DIY & Car Care ,  Car Care, Card,8,3, 2021-06-27 08:25:12,  UK,  London, Tesco, Y, 
5948396,415580,  Jenny Turner,304199875, Princess Cone Hat,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Wallet,7,4, 2021-12-06 13:42:25,  Hungary,  Budapest, Mediamarkt, Y, 
5948397,497145,  Maribel Greenfelder,305411554, Scented Bath Bomb,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,4,2, 2021-07-04 19:07:28,  UK,  London, Tesco, N, Gateway error
5948398,497145,  Maribel Greenfelder,305411554, Scented Bath Bomb,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,4,2, 2021-07-04 19:07:28,  UK,  London, Tesco, N, Gateway error
5948399,874792,  Janey Rogahn,306963970, Magic Growing Tree,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Electronic,10,2, 2021-12-06 17:01:44,  UK,  Chathom, Aldi, Y, 
5948400,504465,  Ammie Grimes,308275829, Talking Tables Confetti Ballons Pastel,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Wallet,7,2, 2021-12-03 10:16:33,  UK,  Chathom, Amazon, Y, 
5948401,625546,  Albertine Beer,259422708,Birthday Girl Balloons 10 Pack,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,1,1.25, 2021-01-03 09:57:42,  UK,  Chelmsford, Tesco, Y, 
5948402,904455,  Cassie Friesen,308386669, 20 Copper Wire Lights,  Home & Ents ,  Party Decorations & Party Supplies ,  Party Accessories, Card,4,4, 2021-11-07 16:12:31,  Hungary,  Budapest, Mediamarkt, Y, 
5948403,696730,  Amanda Runolfsson,294775796,180Mm Combination Pliers,  Home & Ents ,  DIY & Car Care ,  DIY, Card,8,4, 2021-06-03 16:15:29,  Ireland,  Galway, Tesco, Y, 
5948404,491730,  Randell Hane,297391093, Master Lock 40Mm Padlock Hardend Steel Shackle,  Home & Ents ,  DIY & Car Care ,  DIY, Wallet,8,6, 2021-12-05 14:39:04,  UK,  Chelmsford, Amazon, Y, 
5948405,999268,  Clearence Cruickshank,308121967, Pink Balloon Arch 60 Balloons,  Home & Ents ,  Party Decorations & Party Supplies ,  Balloons, Card,9,10, 2021-10-15 18:33:10,  UK,  Chelmsford, Tesco, Y, 
5948406,770347,  Pheobe Auer,293099169,16Oz Claw Hammer,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,4.5, 2021-02-21 20:28:08,  Hungary,  Gyor, Tesco, Y, 
5948407,770347,  Pheobe Auer,293099169,16Oz Claw Hammer,  Home & Ents ,  DIY & Car Care ,  DIY, Card,7,4.5, 2021-02-21 20:28:08,  Hungary,  Gyor, Tesco, Y, 
5948408,330948,  Margarette Koelpin,294775796,180Mm Combination Pliers,  Home & Ents ,  DIY & Car Care ,  DIY, Card,3,4, 2021-11-23 16:49:42,  Hungary,  Budapest, Mediamarkt, Y, 
5948409,37744,  Olin Buckridge,293146356,3Pc Microfibre Cloths 3 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2, 2021-02-25 13:23:06,  Hungary,  Gyor, Tesco, Y, 
5948410,37744,  Olin Buckridge,293146356,3Pc Microfibre Cloths 3 Pack,  Home & Ents ,  DIY & Car Care ,  DIY, Card,9,2, 2021-02-25 13:23:06,  Hungary,  Gyor, Tesco, Y, 
